Line#,Date,"Temperature (S-THB 20809180:20786262-1), *C, WeatherStation","RH (S-THB 20809180:20786262-2), %, WeatherStation","Dew Point (S-THB 20809180:20786262-3), *C, WeatherStation","Wind Speed (S-WCF 20809180:20794549-1), m/s, WeatherStation","Gust Speed (S-WCF 20809180:20794549-2), m/s, WeatherStation","Wind Direction (S-WCF 20809180:20794549-3), *, WeatherStation","Solar Radiation (S-LIB 20809180:20794937-1), W/m^2, WeatherStation"
777,12/17/24 04:00:00,10.20,97.10,9.77,0.0,0.0,72,1
778,12/17/24 04:30:00,9.98,97.40,9.59,0.0,0.0,72,1
779,12/17/24 05:00:00,9.80,97.50,9.44,0.0,0.0,72,12
780,12/17/24 05:30:00,10.30,97.10,9.87,0.0,0.0,72,119
781,12/17/24 06:00:00,10.88,97.30,10.48,0.0,0.0,72,129
782,12/17/24 06:30:00,11.32,97.30,10.92,0.0,0.0,70,73
783,12/17/24 07:00:00,13.16,96.30,12.60,0.0,0.0,62,284
784,12/17/24 07:30:00,15.29,94.60,14.45,0.0,0.0,20,371
785,12/17/24 08:00:00,15.20,95.70,14.54,0.0,1.7,55,421
786,12/17/24 08:30:00,15.68,94.00,14.73,0.7,2.3,129,469
787,12/17/24 09:00:00,16.72,89.50,15.01,0.3,3.0,147,652
788,12/17/24 09:30:00,16.13,78.40,12.39,1.0,3.7,159,194
789,12/17/24 10:00:00,15.56,73.60,10.88,0.7,4.3,164,196
790,12/17/24 10:30:00,16.13,72.80,11.26,1.0,3.7,170,497
791,12/17/24 11:00:00,16.58,68.10,10.69,1.7,4.7,185,482
792,12/17/24 11:30:00,17.27,64.50,10.53,1.3,4.3,187,447
793,12/17/24 12:00:00,16.18,66.80,10.02,2.0,4.3,206,94
794,12/17/24 12:30:00,16.46,65.70,10.04,1.7,4.0,208,324
795,12/17/24 13:00:00,16.44,66.90,10.29,1.7,3.7,195,247
796,12/17/24 13:30:00,16.06,67.00,9.95,1.7,3.0,204,173
797,12/17/24 14:00:00,15.27,68.90,9.61,1.3,3.3,229,67
798,12/17/24 14:30:00,14.34,72.00,9.37,1.3,2.7,230,7
799,12/17/24 15:00:00,13.69,74.10,9.17,1.0,2.0,234,1
800,12/17/24 15:30:00,12.99,76.30,8.93,1.0,2.0,261,1
801,12/17/24 16:00:00,12.61,78.60,9.00,0.7,1.7,282,1
802,12/17/24 16:30:00,12.12,79.30,8.66,0.7,1.7,278,1
803,12/17/24 17:00:00,11.98,79.70,8.59,0.0,1.3,277,1
804,12/17/24 17:30:00,11.52,80.10,8.22,0.0,0.0,277,1
805,12/17/24 18:00:00,11.15,81.30,8.08,0.0,0.0,277,1
806,12/17/24 18:30:00,10.74,82.40,7.87,0.0,0.0,277,1
807,12/17/24 19:00:00,9.76,84.20,7.23,0.0,1.7,184,1
808,12/17/24 19:30:00,9.73,86.00,7.51,0.0,1.3,128,1
809,12/17/24 20:00:00,9.56,87.30,7.56,0.0,0.0,128,1
810,12/17/24 20:30:00,9.66,88.40,7.84,0.0,0.3,121,1
811,12/17/24 21:00:00,9.36,89.10,7.67,0.0,0.0,77,1
812,12/17/24 21:30:00,8.59,90.00,7.05,0.0,0.0,77,1
813,12/17/24 22:00:00,8.32,90.40,6.85,0.0,0.0,77,1
814,12/17/24 22:30:00,8.29,90.80,6.89,0.0,1.0,62,1
815,12/17/24 23:00:00,7.95,91.30,6.62,1.0,2.7,46,1
816,12/17/24 23:30:00,7.57,91.80,6.33,1.3,2.3,41,1
817,12/18/24 00:00:00,7.69,92.00,6.48,1.0,2.0,46,1
818,12/18/24 00:30:00,7.52,92.10,6.33,1.3,2.3,39,1
819,12/18/24 01:00:00,7.57,92.20,6.39,1.3,2.7,39,1
820,12/18/24 01:30:00,7.90,92.20,6.72,1.3,2.7,35,1
821,12/18/24 02:00:00,7.69,92.00,6.48,1.3,2.7,29,1
822,12/18/24 02:30:00,6.79,92.10,5.60,0.3,1.7,39,1
823,12/18/24 03:00:00,6.43,92.10,5.25,1.0,2.0,48,1
824,12/18/24 03:30:00,6.69,92.00,5.49,0.7,1.7,48,1
825,12/18/24 04:00:00,6.81,92.00,5.61,1.3,2.3,41,1
826,12/18/24 04:30:00,6.96,91.90,5.75,1.3,2.3,32,1
827,12/18/24 05:00:00,6.89,91.90,5.67,0.7,1.7,44,11
828,12/18/24 05:30:00,7.74,91.20,6.41,0.7,2.0,46,76
829,12/18/24 06:00:00,8.97,90.80,7.55,1.0,2.3,42,167
830,12/18/24 06:30:00,10.86,89.90,9.28,0.3,1.7,39,239
831,12/18/24 07:00:00,11.44,88.60,9.64,0.7,2.3,39,319
832,12/18/24 07:30:00,14.10,86.00,11.81,0.7,2.3,39,384
833,12/18/24 08:00:00,16.06,81.70,12.95,0.3,2.3,41,436
834,12/18/24 08:30:00,17.01,76.60,12.89,0.3,1.7,44,483
835,12/18/24 09:00:00,17.34,71.30,12.12,1.0,2.7,45,516
836,12/18/24 09:30:00,18.32,67.80,12.28,0.7,2.3,72,531
837,12/18/24 10:00:00,18.44,64.60,11.66,0.7,2.0,72,532
838,12/18/24 10:30:00,19.03,61.50,11.48,0.3,2.0,104,514
839,12/18/24 11:00:00,19.06,58.70,10.80,0.3,2.3,112,496
840,12/18/24 11:30:00,17.89,58.20,9.58,1.3,3.7,208,446
841,12/18/24 12:00:00,17.77,56.30,8.98,1.7,3.3,187,44
842,12/18/24 12:30:00,17.89,53.10,8.22,1.3,4.3,191,336
843,12/18/24 13:00:00,17.75,54.60,8.50,1.7,4.3,192,263
844,12/18/24 13:30:00,17.27,56.30,8.51,1.0,2.7,168,184
845,12/18/24 14:00:00,16.82,60.10,9.05,0.7,2.0,201,98
846,12/18/24 14:30:00,15.56,63.30,8.63,1.0,2.3,226,14
847,12/18/24 15:00:00,14.46,66.80,8.38,0.7,2.0,222,1
848,12/18/24 15:30:00,13.95,69.30,8.44,0.0,1.3,226,1
849,12/18/24 16:00:00,12.90,71.10,7.80,0.0,0.0,226,1
850,12/18/24 16:30:00,12.82,72.70,8.06,0.0,0.0,226,1
851,12/18/24 17:00:00,12.24,73.80,7.72,0.0,1.0,226,1
852,12/18/24 17:30:00,12.07,75.00,7.79,0.0,0.7,226,1
853,12/18/24 18:00:00,11.73,76.20,7.70,0.0,0.0,226,1
854,12/18/24 18:30:00,11.47,77.60,7.70,0.7,1.7,300,1
855,12/18/24 19:00:00,11.39,79.20,7.93,0.7,1.7,357,1
856,12/18/24 19:30:00,11.10,80.20,7.83,1.0,2.3,0,1
857,12/18/24 20:00:00,9.88,81.20,6.82,0.0,1.0,0,1
858,12/18/24 20:30:00,9.44,82.40,6.60,0.0,0.0,0,1
859,12/18/24 21:00:00,9.01,83.70,6.41,0.3,1.3,0,1
860,12/18/24 21:30:00,8.67,85.00,6.30,0.0,1.3,0,1
861,12/18/24 22:00:00,9.01,85.80,6.77,0.7,1.7,1,1
862,12/18/24 22:30:00,8.57,86.80,6.50,0.0,1.3,17,1
863,12/18/24 23:00:00,8.39,87.30,6.41,0.0,0.0,17,1
864,12/18/24 23:30:00,7.97,87.90,6.10,0.0,0.0,17,1
865,12/19/24 00:00:00,7.84,88.40,6.05,0.0,0.0,17,1
866,12/19/24 00:30:00,7.72,88.70,5.98,0.0,0.0,18,1
867,12/19/24 01:00:00,8.39,89.10,6.71,0.7,1.7,29,1
868,12/19/24 01:30:00,8.19,89.30,6.55,1.0,1.7,34,1
869,12/19/24 02:00:00,7.72,89.60,6.13,0.3,1.3,35,1
870,12/19/24 02:30:00,7.64,89.90,6.10,1.0,2.3,39,1
871,12/19/24 03:00:00,7.67,90.20,6.17,1.3,2.3,28,1
872,12/19/24 03:30:00,7.67,90.30,6.19,1.0,2.0,37,1
873,12/19/24 04:00:00,7.39,90.60,5.96,1.0,2.3,39,1
874,12/19/24 04:30:00,7.42,90.80,6.02,1.0,2.3,44,1
875,12/19/24 05:00:00,7.47,91.00,6.10,0.7,2.0,39,13
876,12/19/24 05:30:00,8.07,90.70,6.65,0.7,2.0,38,67
877,12/19/24 06:00:00,9.66,90.30,8.16,0.7,2.0,35,149
878,12/19/24 06:30:00,11.42,89.70,9.80,0.7,1.7,38,223
879,12/19/24 07:00:00,12.92,89.10,11.18,0.7,2.3,37,294
880,12/19/24 07:30:00,15.56,87.10,13.44,0.0,1.0,35,367
881,12/19/24 08:00:00,16.94,83.60,14.16,0.0,2.0,44,419
882,12/19/24 08:30:00,17.03,79.00,13.38,1.3,3.7,220,458
883,12/19/24 09:00:00,17.75,72.60,12.78,3.0,7.0,243,494
884,12/19/24 09:30:00,17.91,67.60,11.85,3.7,7.3,243,526
885,12/19/24 10:00:00,18.20,65.70,11.69,3.7,6.7,241,513
886,12/19/24 10:30:00,18.39,63.00,11.24,3.7,7.0,246,512
887,12/19/24 11:00:00,19.10,61.10,11.45,2.7,5.3,240,594
888,12/19/24 11:30:00,17.96,64.00,11.07,2.0,5.3,159,188
889,12/19/24 12:00:00,17.34,65.90,10.92,2.7,6.0,161,111
890,12/19/24 12:30:00,17.70,63.60,10.73,2.3,5.0,170,304
891,12/19/24 13:00:00,17.70,62.00,10.35,2.7,5.7,178,272
892,12/19/24 13:30:00,16.51,63.40,9.55,2.3,5.0,174,67
893,12/19/24 14:00:00,15.77,68.10,9.92,2.3,5.7,177,44
894,12/19/24 14:30:00,15.17,70.80,9.93,2.0,4.3,175,6
895,12/19/24 15:00:00,14.72,72.40,9.82,2.0,3.7,192,1
896,12/19/24 15:30:00,14.36,73.00,9.60,0.7,2.7,212,1
897,12/19/24 16:00:00,13.83,73.70,9.23,0.0,0.0,191,1
898,12/19/24 16:30:00,14.05,74.20,9.54,0.0,0.0,191,1
899,12/19/24 17:00:00,13.69,74.50,9.25,0.0,1.3,122,1
900,12/19/24 17:30:00,13.69,75.40,9.43,0.0,0.3,48,1
901,12/19/24 18:00:00,13.76,75.40,9.50,0.0,1.7,167,1
902,12/19/24 18:30:00,12.80,75.40,8.57,0.3,1.3,112,1
903,12/19/24 19:00:00,12.10,76.40,8.09,0.3,1.7,69,1
904,12/19/24 19:30:00,11.32,77.90,7.62,0.7,2.0,45,1
905,12/19/24 20:00:00,10.61,80.30,7.37,1.0,2.0,44,1
906,12/19/24 20:30:00,10.59,82.10,7.67,1.3,2.0,44,1
907,12/19/24 21:00:00,10.32,83.40,7.64,1.0,2.0,49,1
908,12/19/24 21:30:00,10.25,84.20,7.71,0.3,2.0,44,1
909,12/19/24 22:00:00,10.39,84.80,7.96,0.7,2.0,41,1
910,12/19/24 22:30:00,10.74,85.10,8.35,1.0,1.7,31,1
911,12/19/24 23:00:00,10.39,85.30,8.04,1.0,2.3,31,1
912,12/19/24 23:30:00,10.03,85.70,7.75,1.3,2.7,41,1
913,12/20/24 00:00:00,10.34,85.90,8.10,1.0,2.3,31,1
914,12/20/24 00:30:00,10.05,86.10,7.84,1.3,2.3,39,1
915,12/20/24 01:00:00,10.39,86.20,8.20,1.3,3.3,37,1
916,12/20/24 01:30:00,10.98,85.90,8.72,1.3,3.0,32,1
917,12/20/24 02:00:00,11.08,85.50,8.75,1.3,2.3,29,1
918,12/20/24 02:30:00,10.93,84.90,8.50,1.0,2.3,11,1
919,12/20/24 03:00:00,10.79,84.60,8.31,1.3,2.3,31,1
920,12/20/24 03:30:00,10.25,84.50,7.76,0.7,2.3,49,1
921,12/20/24 04:00:00,10.22,84.60,7.75,0.7,2.3,35,1
922,12/20/24 04:30:00,9.90,84.80,7.48,1.0,2.0,35,1
923,12/20/24 05:00:00,9.76,84.90,7.35,1.0,2.0,45,18
924,12/20/24 05:30:00,10.22,84.80,7.79,1.7,3.0,38,93
925,12/20/24 06:00:00,12.12,84.10,9.53,1.3,2.7,34,179
926,12/20/24 06:30:00,13.26,82.80,10.41,1.0,2.7,28,231
927,12/20/24 07:00:00,13.69,80.90,10.49,0.7,2.3,44,86
928,12/20/24 07:30:00,16.20,77.80,12.34,0.3,1.7,18,327
929,12/20/24 08:00:00,17.13,73.40,12.35,0.7,2.3,55,409
930,12/20/24 08:30:00,17.65,65.80,11.20,1.3,4.0,112,504
931,12/20/24 09:00:00,17.18,60.10,9.39,1.7,4.7,132,122
932,12/20/24 09:30:00,17.63,54.20,8.28,2.3,4.7,135,532
933,12/20/24 10:00:00,17.96,51.60,7.87,2.0,4.7,119,522
934,12/20/24 10:30:00,18.27,50.50,7.83,1.3,4.0,112,507
935,12/20/24 11:00:00,18.25,48.80,7.31,2.0,4.3,118,483
936,12/20/24 11:30:00,18.34,45.90,6.50,1.7,4.0,112,447
937,12/20/24 12:00:00,18.70,46.00,6.86,1.7,3.7,102,49
938,12/20/24 12:30:00,18.37,46.20,6.62,1.3,4.0,86,334
939,12/20/24 13:00:00,17.96,44.50,5.71,1.7,4.0,111,256
940,12/20/24 13:30:00,17.87,44.10,5.49,1.7,3.7,110,174
941,12/20/24 14:00:00,17.91,44.60,5.70,1.0,2.7,115,102
942,12/20/24 14:30:00,16.49,47.40,5.28,0.3,1.3,110,9
943,12/20/24 15:00:00,15.44,48.70,4.70,1.0,2.7,67,1
944,12/20/24 15:30:00,14.58,54.80,5.60,1.3,2.7,42,1
945,12/20/24 16:00:00,13.91,58.00,5.79,1.3,2.3,48,1
946,12/20/24 16:30:00,13.16,61.30,5.89,1.3,2.7,55,1
947,12/20/24 17:00:00,12.73,64.20,6.15,1.0,2.3,49,1
948,12/20/24 17:30:00,12.70,67.20,6.79,1.3,2.7,44,1
949,12/20/24 18:00:00,12.58,68.00,6.85,2.0,3.3,45,1
950,12/20/24 18:30:00,12.00,68.60,6.42,1.7,3.3,45,1
951,12/20/24 19:00:00,12.07,68.40,6.45,2.0,4.3,41,1
952,12/20/24 19:30:00,11.56,68.60,6.00,1.3,3.0,42,1
953,12/20/24 20:00:00,11.44,68.10,5.78,1.3,2.3,48,1
954,12/20/24 20:30:00,10.98,68.90,5.50,1.3,2.3,44,1
955,12/20/24 21:00:00,10.91,69.90,5.64,0.7,2.3,72,1
956,12/20/24 21:30:00,10.52,70.40,5.37,1.0,2.0,52,1
957,12/20/24 22:00:00,10.12,71.50,5.22,0.3,1.7,49,1
958,12/20/24 22:30:00,9.78,72.20,5.02,0.0,0.0,51,1
959,12/20/24 23:00:00,9.78,72.90,5.16,0.0,0.0,51,1
960,12/20/24 23:30:00,10.27,73.50,5.75,0.0,0.0,51,1
961,12/21/24 00:00:00,10.00,74.10,5.61,0.3,1.7,46,1
962,12/21/24 00:30:00,8.97,74.90,4.76,0.0,1.0,29,1
963,12/21/24 01:00:00,8.89,75.60,4.83,0.3,1.3,29,1
964,12/21/24 01:30:00,9.16,76.40,5.24,1.3,2.3,29,1
965,12/21/24 02:00:00,9.53,77.50,5.81,0.7,1.7,31,1
966,12/21/24 02:30:00,8.92,78.10,5.32,0.7,2.0,32,1
967,12/21/24 03:00:00,8.74,79.10,5.33,0.3,1.7,95,1
968,12/21/24 03:30:00,8.84,80.40,5.66,1.3,2.0,32,1
969,12/21/24 04:00:00,8.24,81.40,5.26,0.7,2.0,38,1
970,12/21/24 04:30:00,8.22,82.30,5.39,0.0,0.3,38,1
971,12/21/24 05:00:00,8.62,83.00,5.90,0.3,2.0,35,9
972,12/21/24 05:30:00,9.63,82.80,6.86,0.3,2.0,32,71
973,12/21/24 06:00:00,10.79,82.50,7.94,0.7,1.7,34,87
974,12/21/24 06:30:00,11.15,82.00,8.21,0.0,0.0,51,87
975,12/21/24 07:00:00,12.41,81.30,9.31,0.0,0.0,46,136
976,12/21/24 07:30:00,13.93,80.00,10.55,0.0,0.0,34,177
977,12/21/24 08:00:00,15.56,78.40,11.83,0.0,0.3,31,362
978,12/21/24 08:30:00,16.27,74.60,11.77,0.7,2.3,108,304
979,12/21/24 09:00:00,17.20,71.50,12.02,1.7,3.3,226,494
980,12/21/24 09:30:00,17.94,69.60,12.32,1.7,3.7,239,501
981,12/21/24 10:00:00,17.70,69.20,12.00,2.3,4.7,253,414
982,12/21/24 10:30:00,18.39,69.90,12.82,2.3,5.0,253,508
983,12/21/24 11:00:00,18.06,70.90,12.72,2.7,5.0,241,246
984,12/21/24 11:30:00,18.20,72.10,13.11,2.3,4.7,232,129
985,12/21/24 12:00:00,18.87,71.50,13.62,2.3,4.7,237,149
986,12/21/24 12:30:00,18.39,71.30,13.12,2.7,4.7,268,103
987,12/21/24 13:00:00,18.32,72.90,13.39,2.7,5.0,265,88
988,12/21/24 13:30:00,18.84,69.10,13.07,2.3,5.0,307,236
989,12/21/24 14:00:00,18.01,69.20,12.30,2.0,4.3,323,38
990,12/21/24 14:30:00,17.46,70.50,12.06,2.0,4.7,319,1
991,12/21/24 15:00:00,17.11,70.50,11.72,0.7,4.0,344,1
992,12/21/24 15:30:00,16.75,71.60,11.61,0.7,2.0,341,1
993,12/21/24 16:00:00,16.39,73.20,11.60,0.3,2.3,334,1
994,12/21/24 16:30:00,16.30,73.80,11.63,0.3,1.7,3,1
995,12/21/24 17:00:00,15.20,75.30,10.87,0.0,1.3,60,1
996,12/21/24 17:30:00,14.67,77.30,10.76,0.0,0.0,74,1
997,12/21/24 18:00:00,14.48,80.50,11.18,0.3,1.3,87,1
998,12/21/24 18:30:00,14.51,83.80,11.81,0.3,1.7,326,1
999,12/21/24 19:00:00,14.43,85.50,12.05,0.0,0.0,326,1
1000,12/21/24 19:30:00,14.41,86.70,12.24,0.0,0.0,326,1
1001,12/21/24 20:00:00,13.83,88.00,11.90,0.0,0.0,326,1
1002,12/21/24 20:30:00,13.76,88.80,11.96,0.0,0.0,326,1
1003,12/21/24 21:00:00,13.50,89.60,11.84,0.0,0.0,329,1
1004,12/21/24 21:30:00,13.28,90.30,11.74,0.0,0.0,331,1
1005,12/21/24 22:00:00,13.11,90.90,11.67,0.0,1.3,88,1
1006,12/21/24 22:30:00,13.40,91.40,12.04,0.0,1.7,111,1
1007,12/21/24 23:00:00,13.43,91.80,12.13,0.3,1.7,45,1
1008,12/21/24 23:30:00,13.09,92.20,11.87,0.3,1.7,65,1
1009,12/22/24 00:00:00,12.99,92.60,11.84,0.3,1.3,114,1
1010,12/22/24 00:30:00,13.04,92.90,11.93,0.3,1.3,45,1
1011,12/22/24 01:00:00,12.61,93.30,11.57,0.0,0.7,1,1
1012,12/22/24 01:30:00,12.10,93.50,11.09,0.0,0.7,1,1
1013,12/22/24 02:00:00,12.15,93.60,11.16,0.3,1.7,46,1
1014,12/22/24 02:30:00,12.12,93.70,11.15,0.3,1.7,93,1
1015,12/22/24 03:00:00,12.32,93.50,11.31,0.3,2.0,77,1
1016,12/22/24 03:30:00,12.49,93.30,11.45,0.7,2.3,86,1
1017,12/22/24 04:00:00,12.53,93.00,11.45,0.3,2.0,101,1
1018,12/22/24 04:30:00,12.03,92.50,10.86,0.3,1.3,108,1
1019,12/22/24 05:00:00,12.00,91.80,10.72,0.3,1.3,102,12
1020,12/22/24 05:30:00,13.57,90.00,11.98,0.3,1.3,94,82
1021,12/22/24 06:00:00,14.89,87.40,12.83,0.7,3.3,74,148
1022,12/22/24 06:30:00,16.32,84.00,13.63,0.3,1.7,18,229
1023,12/22/24 07:00:00,16.53,80.80,13.24,0.0,1.3,8,311
1024,12/22/24 07:30:00,16.89,79.20,13.28,0.7,2.7,77,373
1025,12/22/24 08:00:00,17.51,76.80,13.41,1.0,3.7,38,437
1026,12/22/24 08:30:00,18.32,72.90,13.39,2.0,4.3,58,479
1027,12/22/24 09:00:00,18.79,69.20,13.05,3.0,6.3,56,513
1028,12/22/24 09:30:00,18.87,64.10,11.95,3.0,6.7,63,544
1029,12/22/24 10:00:00,18.98,62.90,11.78,3.0,7.0,70,529
1030,12/22/24 10:30:00,18.96,58.50,10.66,3.0,6.7,63,517
1031,12/22/24 11:00:00,19.32,57.10,10.63,3.0,6.3,63,486
1032,12/22/24 11:30:00,19.32,56.80,10.55,2.7,6.3,62,88
1033,12/22/24 12:00:00,18.68,53.70,9.12,2.7,7.3,67,91
1034,12/22/24 12:30:00,18.32,52.70,8.51,2.7,6.3,62,304
1035,12/22/24 13:00:00,17.89,51.70,7.83,2.3,6.0,69,198
1036,12/22/24 13:30:00,17.25,57.40,8.77,2.7,6.7,65,128
1037,12/22/24 14:00:00,16.51,60.80,8.93,1.7,5.0,62,47
1038,12/22/24 14:30:00,15.82,63.10,8.83,1.7,4.3,63,7
1039,12/22/24 15:00:00,15.32,65.40,8.88,1.7,4.0,65,1
1040,12/22/24 15:30:00,14.79,67.50,8.85,1.0,3.3,66,1
1041,12/22/24 16:00:00,14.15,69.50,8.66,0.7,2.0,44,1
1042,12/22/24 16:30:00,14.00,70.80,8.80,0.0,0.0,44,1
1043,12/22/24 17:00:00,13.47,72.10,8.56,0.0,0.0,44,1
1044,12/22/24 17:30:00,13.55,72.90,8.79,0.3,1.0,44,1
1045,12/22/24 18:00:00,13.23,73.90,8.69,0.0,0.3,42,1
1046,12/22/24 18:30:00,12.22,74.90,7.91,0.3,1.3,49,1
1047,12/22/24 19:00:00,12.36,75.90,8.25,0.0,0.0,56,1
1048,12/22/24 19:30:00,11.83,77.00,7.94,0.0,0.0,56,1
1049,12/22/24 20:00:00,12.07,78.80,8.52,0.0,0.0,55,1
1050,12/22/24 20:30:00,11.93,79.90,8.58,0.0,0.0,55,1
1051,12/22/24 21:00:00,12.00,80.70,8.80,0.0,0.0,55,1
1052,12/22/24 21:30:00,11.25,81.60,8.23,0.0,0.0,55,1
1053,12/22/24 22:00:00,11.30,82.20,8.38,0.3,2.3,44,1
1054,12/22/24 22:30:00,11.27,82.50,8.41,0.3,1.7,187,1
1055,12/22/24 23:00:00,11.64,82.90,8.84,0.0,1.3,161,1
1056,12/22/24 23:30:00,11.83,83.00,9.05,0.0,1.3,62,1
1057,12/23/24 00:00:00,11.90,82.90,9.10,0.0,0.0,62,1
1058,12/23/24 00:30:00,12.29,82.60,9.43,0.3,1.7,59,1
1059,12/23/24 01:00:00,12.22,82.70,9.38,1.3,2.3,18,1
1060,12/23/24 01:30:00,11.56,83.20,8.82,0.0,1.0,345,1
1061,12/23/24 02:00:00,11.22,84.10,8.65,0.0,1.7,223,1
1062,12/23/24 02:30:00,11.27,84.80,8.82,0.3,2.7,244,1
1063,12/23/24 03:00:00,11.05,85.60,8.74,0.3,1.7,307,1
1064,12/23/24 03:30:00,10.17,86.10,7.96,0.3,2.0,178,1
1065,12/23/24 04:00:00,10.20,86.90,8.12,0.0,0.3,166,1
1066,12/23/24 04:30:00,10.27,87.60,8.32,0.0,0.0,166,1
1067,12/23/24 05:00:00,10.59,88.10,8.71,0.0,0.0,166,1
1068,12/23/24 05:30:00,10.96,88.30,9.11,0.0,0.0,161,4
1069,12/23/24 06:00:00,11.22,88.80,9.46,0.3,1.7,77,6
1070,12/23/24 06:30:00,10.93,89.40,9.27,0.3,2.0,84,28
1071,12/23/24 07:00:00,11.30,89.90,9.71,0.0,1.7,175,93
1072,12/23/24 07:30:00,11.64,90.10,10.08,0.0,1.7,263,71
1073,12/23/24 08:00:00,11.88,90.00,10.31,0.7,2.3,265,47
1074,12/23/24 08:30:00,11.78,90.50,10.29,1.3,3.3,267,42
1075,12/23/24 09:00:00,11.69,90.60,10.21,0.0,1.3,267,98
1076,12/23/24 09:30:00,12.07,91.00,10.66,1.3,3.7,229,127
1077,12/23/24 10:00:00,12.92,91.00,11.50,0.7,2.0,234,243
1078,12/23/24 10:30:00,13.35,91.10,11.95,1.7,3.0,232,88
1079,12/23/24 11:00:00,13.74,90.80,12.28,2.0,4.3,230,109
1080,12/23/24 11:30:00,13.83,91.10,12.42,2.3,4.3,241,109
1081,12/23/24 12:00:00,13.62,91.20,12.22,2.7,4.7,247,219
1082,12/23/24 12:30:00,13.71,91.30,12.34,2.3,4.7,240,128
1083,12/23/24 13:00:00,13.98,91.40,12.62,2.0,5.0,236,83
1084,12/23/24 13:30:00,13.93,91.60,12.60,2.0,4.0,233,46
1085,12/23/24 14:00:00,13.98,91.70,12.67,2.0,4.3,230,34
1086,12/23/24 14:30:00,13.83,91.90,12.56,1.3,3.0,219,3
1087,12/23/24 15:00:00,13.67,92.10,12.42,1.0,2.3,248,1
1088,12/23/24 15:30:00,13.47,92.20,12.25,0.0,0.3,256,1
1089,12/23/24 16:00:00,13.35,92.50,12.18,0.0,0.0,256,1
1090,12/23/24 16:30:00,12.92,92.80,11.80,0.0,0.0,256,1
1091,12/23/24 17:00:00,12.94,92.90,11.84,0.0,0.0,256,1
1092,12/23/24 17:30:00,12.58,93.20,11.53,0.0,0.0,256,1
1093,12/23/24 18:00:00,12.44,93.40,11.42,0.0,0.0,256,1
1094,12/23/24 18:30:00,12.39,93.40,11.37,0.3,1.7,340,1
1095,12/23/24 19:00:00,12.39,93.80,11.43,0.0,0.7,4,1
1096,12/23/24 19:30:00,11.93,94.10,11.02,0.0,1.3,4,1
1097,12/23/24 20:00:00,10.91,94.40,10.05,0.0,0.7,4,1
1098,12/23/24 20:30:00,10.61,94.40,9.76,0.3,1.3,6,1
1099,12/23/24 21:00:00,10.08,94.60,9.26,0.0,1.0,14,1
1100,12/23/24 21:30:00,9.90,94.80,9.12,0.0,0.3,14,1
1101,12/23/24 22:00:00,9.76,95.00,9.00,0.0,1.0,14,1
1102,12/23/24 22:30:00,10.05,95.30,9.34,0.0,0.7,14,1
1103,12/23/24 23:00:00,9.68,95.60,9.02,0.0,0.3,14,1
1104,12/23/24 23:30:00,9.68,95.80,9.05,0.0,0.3,14,1
1105,12/24/24 00:00:00,9.26,96.00,8.67,0.0,0.0,14,1
1106,12/24/24 00:30:00,8.94,96.10,8.36,0.0,0.7,15,1
1107,12/24/24 01:00:00,8.37,96.30,7.82,0.3,1.7,38,1
1108,12/24/24 01:30:00,8.32,96.40,7.79,0.0,0.3,49,1
1109,12/24/24 02:00:00,8.44,96.70,7.96,0.0,0.0,53,1
1110,12/24/24 02:30:00,8.05,96.90,7.59,0.0,0.0,46,1
1111,12/24/24 03:00:00,8.42,97.00,7.98,0.0,0.0,45,1
1112,12/24/24 03:30:00,8.59,97.20,8.18,0.0,0.0,38,1
1113,12/24/24 04:00:00,8.42,97.40,8.04,0.0,0.0,38,1
1114,12/24/24 04:30:00,7.92,97.50,7.56,0.0,0.0,38,1
1115,12/24/24 05:00:00,7.97,97.50,7.61,0.0,0.0,48,6
1116,12/24/24 05:30:00,8.67,97.40,8.29,0.0,0.0,37,84
1117,12/24/24 06:00:00,9.51,97.20,9.10,0.0,0.0,34,164
1118,12/24/24 06:30:00,10.79,96.80,10.31,0.0,0.0,34,241
1119,12/24/24 07:00:00,12.51,96.00,11.90,0.0,0.0,32,308
1120,12/24/24 07:30:00,15.44,95.10,14.68,0.0,0.0,32,378
1121,12/24/24 08:00:00,15.32,95.70,14.65,0.0,1.3,3,448
1122,12/24/24 08:30:00,16.11,94.10,15.18,0.3,2.3,272,483
1123,12/24/24 09:00:00,16.65,90.80,15.16,0.0,1.3,271,512
1124,12/24/24 09:30:00,16.94,85.30,14.47,1.0,3.0,267,533
1125,12/24/24 10:00:00,17.75,77.40,13.76,1.3,3.3,260,533
1126,12/24/24 10:30:00,18.34,69.80,12.75,1.3,4.0,237,552
1127,12/24/24 11:00:00,17.39,70.80,12.05,1.3,4.3,250,166
1128,12/24/24 11:30:00,18.08,71.50,12.87,1.0,3.3,251,218
1129,12/24/24 12:00:00,17.46,69.20,11.78,2.0,5.0,300,74
1130,12/24/24 12:30:00,16.99,73.90,12.32,2.0,4.7,303,153
1131,12/24/24 13:00:00,16.96,75.30,12.58,2.3,5.7,312,81
1132,12/24/24 13:30:00,16.42,78.40,12.66,2.0,5.3,326,93
1133,12/24/24 14:00:00,16.22,83.20,13.39,1.7,4.3,323,143
1134,12/24/24 14:30:00,15.56,83.70,12.83,1.3,4.0,309,23
